	Lumberjack Read Data List          Thu   20-MAY-21 22:46:47

	Engineering units
	X = TIME  Lumberjack format

	T1 = 20-MAY-2021 13:00:18.000	T2 = 20-MAY-2021 13:15:18.000

	 Trace 1				 Trace 2
       13500 points			        13500 points
    N:ISRCNT08 cnt    NML3  		     N;ISRCNT10 cnt    NML3  

       Time    	    Y1  	        Time    	    Y2
Thu May 20 13:10:47.631	225858055   	Thu May 20 13:10:47.631	2033796454  
Thu May 20 13:10:47.698	225858059   	Thu May 20 13:10:47.698	2033796459  
Thu May 20 13:10:47.765	225858061   	Thu May 20 13:10:47.765	2033796465  
Thu May 20 13:10:47.831	225858068   	Thu May 20 13:10:47.831	2033796472  
Thu May 20 13:10:47.898	225858070   	Thu May 20 13:10:47.898	2033796478  
Thu May 20 13:10:47.964	225858074   	Thu May 20 13:10:47.964	2033796485  
Thu May 20 13:10:48.031	225858076   	Thu May 20 13:10:48.031	2033796491  
Thu May 20 13:10:48.098	225858079   	Thu May 20 13:10:48.098	2033796501  
Thu May 20 13:10:48.165	225858084   	Thu May 20 13:10:48.165	2033796508  
Thu May 20 13:10:48.231	225858087   	Thu May 20 13:10:48.231	2033796519  
Thu May 20 13:10:48.298	225858091   	Thu May 20 13:10:48.298	2033796527  
Thu May 20 13:10:48.364	225858096   	Thu May 20 13:10:48.364	2033796531  
Thu May 20 13:10:48.431	225858102   	Thu May 20 13:10:48.431	2033796542  
Thu May 20 13:10:48.498	225858104   	Thu May 20 13:10:48.498	2033796550  
Thu May 20 13:10:48.564	225858107   	Thu May 20 13:10:48.564	2033796558  
Thu May 20 13:10:48.632	225858111   	Thu May 20 13:10:48.632	2033796563  
Thu May 20 13:10:48.698	225858115   	Thu May 20 13:10:48.698	2033796570  
Thu May 20 13:10:48.764	225858116   	Thu May 20 13:10:48.764	2033796578  
Thu May 20 13:10:48.832	225858122   	Thu May 20 13:10:48.832	2033796583  
Thu May 20 13:10:48.898	225858125   	Thu May 20 13:10:48.898	2033796590  
Thu May 20 13:10:48.965	225858128   	Thu May 20 13:10:48.965	2033796597  
Thu May 20 13:10:49.031	225858134   	Thu May 20 13:10:49.031	2033796604  
Thu May 20 13:10:49.098	225858137   	Thu May 20 13:10:49.098	2033796614  
Thu May 20 13:10:49.165	225858138   	Thu May 20 13:10:49.165	2033796620  
Thu May 20 13:10:49.231	225858142   	Thu May 20 13:10:49.231	2033796628  
Thu May 20 13:10:49.298	225858150   	Thu May 20 13:10:49.298	2033796635  
Thu May 20 13:10:49.365	225858156   	Thu May 20 13:10:49.365	2033796640  
Thu May 20 13:10:49.431	225858162   	Thu May 20 13:10:49.431	2033796648  
Thu May 20 13:10:49.498	225858167   	Thu May 20 13:10:49.498	2033796659  
Thu May 20 13:10:49.565	225858170   	Thu May 20 13:10:49.565	2033796664  
Thu May 20 13:10:49.631	225858171   	Thu May 20 13:10:49.631	2033796672  
Thu May 20 13:10:49.698	225858175   	Thu May 20 13:10:49.698	2033796675  
Thu May 20 13:10:49.765	225858178   	Thu May 20 13:10:49.765	2033796687  
Thu May 20 13:10:49.832	225858181   	Thu May 20 13:10:49.832	2033796694  
Thu May 20 13:10:49.898	225858186   	Thu May 20 13:10:49.898	2033796699  
Thu May 20 13:10:49.965	225858192   	Thu May 20 13:10:49.965	2033796709  
Thu May 20 13:10:50.032	225858197   	Thu May 20 13:10:50.032	2033796718  
Thu May 20 13:10:50.098	225858204   	Thu May 20 13:10:50.098	2033796725  
Thu May 20 13:10:50.165	225858209   	Thu May 20 13:10:50.165	2033796728  
Thu May 20 13:10:50.231	225858213   	Thu May 20 13:10:50.231	2033796738  
Thu May 20 13:10:50.298	225858215   	Thu May 20 13:10:50.298	2033796741  
Thu May 20 13:10:50.365	225858219   	Thu May 20 13:10:50.365	2033796750  
Thu May 20 13:10:50.431	225858223   	Thu May 20 13:10:50.431	2033796751  
Thu May 20 13:10:50.498	225858224   	Thu May 20 13:10:50.498	2033796758  
Thu May 20 13:10:50.564	225858228   	Thu May 20 13:10:50.564	2033796766  
Thu May 20 13:10:50.631	225858233   	Thu May 20 13:10:50.631	2033796774  
Thu May 20 13:10:50.698	225858234   	Thu May 20 13:10:50.698	2033796782  
Thu May 20 13:10:50.765	225858239   	Thu May 20 13:10:50.765	2033796786  
Thu May 20 13:10:50.831	225858243   	Thu May 20 13:10:50.831	2033796793  
Thu May 20 13:10:50.898	225858244   	Thu May 20 13:10:50.898	2033796802  
Thu May 20 13:10:50.965	225858246   	Thu May 20 13:10:50.965	2033796810  
Thu May 20 13:10:51.032	225858253   	Thu May 20 13:10:51.032	2033796815  
Thu May 20 13:10:51.098	225858256   	Thu May 20 13:10:51.098	2033796827  
Thu May 20 13:10:51.165	225858259   	Thu May 20 13:10:51.165	2033796834  
Thu May 20 13:10:51.231	225858261   	Thu May 20 13:10:51.231	2033796838  
Thu May 20 13:10:51.298	225858267   	Thu May 20 13:10:51.298	2033796842  
Thu May 20 13:10:51.364	225858271   	Thu May 20 13:10:51.364	2033796847  
Thu May 20 13:10:51.431	225858274   	Thu May 20 13:10:51.431	2033796851  
Thu May 20 13:10:51.498	225858282   	Thu May 20 13:10:51.498	2033796861  
Thu May 20 13:10:51.565	225858289   	Thu May 20 13:10:51.565	2033796865  
Thu May 20 13:10:51.631	225858296   	Thu May 20 13:10:51.631	2033796880  
Thu May 20 13:10:51.698	225858298   	Thu May 20 13:10:51.698	2033796883  
Thu May 20 13:10:51.764	225858300   	Thu May 20 13:10:51.764	2033796890  
Thu May 20 13:10:51.831	225858303   	Thu May 20 13:10:51.831	2033796897  
Thu May 20 13:10:51.898	225858306   	Thu May 20 13:10:51.898	2033796905  
Thu May 20 13:10:51.965	225858309   	Thu May 20 13:10:51.965	2033796909  
Thu May 20 13:10:52.032	225858311   	Thu May 20 13:10:52.032	2033796916  
Thu May 20 13:10:52.099	225858318   	Thu May 20 13:10:52.099	2033796923  
Thu May 20 13:10:52.165	225858321   	Thu May 20 13:10:52.165	2033796932  
Thu May 20 13:10:52.231	225858326   	Thu May 20 13:10:52.231	2033796935  
Thu May 20 13:10:52.298	225858332   	Thu May 20 13:10:52.298	2033796941  
Thu May 20 13:10:52.365	225858337   	Thu May 20 13:10:52.365	2033796949  
Thu May 20 13:10:52.431	225858339   	Thu May 20 13:10:52.431	2033796955  
Thu May 20 13:10:52.498	225858345   	Thu May 20 13:10:52.498	2033796961  
Thu May 20 13:10:52.564	225858350   	Thu May 20 13:10:52.564	2033796969  
Thu May 20 13:10:52.631	225858356   	Thu May 20 13:10:52.631	2033796976  
Thu May 20 13:10:52.698	225858362   	Thu May 20 13:10:52.698	2033796982  
Thu May 20 13:10:52.765	225858366   	Thu May 20 13:10:52.765	2033796989  
Thu May 20 13:10:52.831	225858369   	Thu May 20 13:10:52.831	2033796998  
Thu May 20 13:10:52.898	225858370   	Thu May 20 13:10:52.898	2033797006  
Thu May 20 13:10:52.965	225858375   	Thu May 20 13:10:52.965	2033797017  
Thu May 20 13:10:53.031	225858379   	Thu May 20 13:10:53.031	2033797021  
Thu May 20 13:10:53.098	225858383   	Thu May 20 13:10:53.098	2033797025  
Thu May 20 13:10:53.165	225858391   	Thu May 20 13:10:53.165	2033797032  
Thu May 20 13:10:53.231	225858395   	Thu May 20 13:10:53.231	2033797041  
Thu May 20 13:10:53.298	225858396   	Thu May 20 13:10:53.298	2033797052  
Thu May 20 13:10:53.365	225858398   	Thu May 20 13:10:53.365	2033797058  
Thu May 20 13:10:53.431	225858404   	Thu May 20 13:10:53.431	2033797067  
Thu May 20 13:10:53.498	225858408   	Thu May 20 13:10:53.498	2033797073  
Thu May 20 13:10:53.565	225858411   	Thu May 20 13:10:53.565	2033797076  
Thu May 20 13:10:53.631	225858413   	Thu May 20 13:10:53.631	2033797084  
Thu May 20 13:10:53.698	225858416   	Thu May 20 13:10:53.698	2033797092  
Thu May 20 13:10:53.765	225858417   	Thu May 20 13:10:53.765	2033797102  
Thu May 20 13:10:53.831	225858423   	Thu May 20 13:10:53.831	2033797111  
Thu May 20 13:10:53.898	225858427   	Thu May 20 13:10:53.898	2033797116  
Thu May 20 13:10:53.965	225858429   	Thu May 20 13:10:53.965	2033797121  
Thu May 20 13:10:54.031	225858432   	Thu May 20 13:10:54.031	2033797133  
Thu May 20 13:10:54.098	225858437   	Thu May 20 13:10:54.098	2033797138  
Thu May 20 13:10:54.165	225858441   	Thu May 20 13:10:54.165	2033797144  
Thu May 20 13:10:54.231	225858444   	Thu May 20 13:10:54.231	2033797150  
Thu May 20 13:10:54.298	225858451   	Thu May 20 13:10:54.298	2033797151  
Thu May 20 13:10:54.365	225858456   	Thu May 20 13:10:54.365	2033797157  
Thu May 20 13:10:54.431	225858458   	Thu May 20 13:10:54.431	2033797160  
Thu May 20 13:10:54.498	225858462   	Thu May 20 13:10:54.498	2033797170  
Thu May 20 13:10:54.565	225858462   	Thu May 20 13:10:54.565	2033797182  
Thu May 20 13:10:54.631	225858465   	Thu May 20 13:10:54.631	2033797187  
Thu May 20 13:10:54.698	225858471   	Thu May 20 13:10:54.698	2033797194  
Thu May 20 13:10:54.765	225858476   	Thu May 20 13:10:54.765	2033797202  
Thu May 20 13:10:54.831	225858482   	Thu May 20 13:10:54.831	2033797209  
Thu May 20 13:10:54.898	225858486   	Thu May 20 13:10:54.898	2033797217  
Thu May 20 13:10:54.965	225858490   	Thu May 20 13:10:54.965	2033797224  
Thu May 20 13:10:55.031	225858494   	Thu May 20 13:10:55.031	2033797230  
Thu May 20 13:10:55.098	225858497   	Thu May 20 13:10:55.098	2033797241  
Thu May 20 13:10:55.165	225858502   	Thu May 20 13:10:55.165	2033797251  
Thu May 20 13:10:55.232	225858506   	Thu May 20 13:10:55.232	2033797262  
Thu May 20 13:10:55.298	225858513   	Thu May 20 13:10:55.298	2033797266  
Thu May 20 13:10:55.365	225858516   	Thu May 20 13:10:55.365	2033797273  
Thu May 20 13:10:55.431	225858523   	Thu May 20 13:10:55.431	2033797280  
Thu May 20 13:10:55.498	225858527   	Thu May 20 13:10:55.498	2033797287  
Thu May 20 13:10:55.565	225858534   	Thu May 20 13:10:55.565	2033797294  
Thu May 20 13:10:55.631	225858538   	Thu May 20 13:10:55.631	2033797299  
Thu May 20 13:10:55.698	225858539   	Thu May 20 13:10:55.698	2033797308  
Thu May 20 13:10:55.765	225858541   	Thu May 20 13:10:55.765	2033797311  
Thu May 20 13:10:55.832	225858544   	Thu May 20 13:10:55.832	2033797315  
Thu May 20 13:10:55.898	225858550   	Thu May 20 13:10:55.898	2033797321  
Thu May 20 13:10:55.965	225858554   	Thu May 20 13:10:55.965	2033797328  
Thu May 20 13:10:56.031	225858557   	Thu May 20 13:10:56.031	2033797330  
Thu May 20 13:10:56.098	225858558   	Thu May 20 13:10:56.098	2033797335  
Thu May 20 13:10:56.165	225858562   	Thu May 20 13:10:56.165	2033797345  
Thu May 20 13:10:56.232	225858565   	Thu May 20 13:10:56.232	2033797358  
Thu May 20 13:10:56.298	225858571   	Thu May 20 13:10:56.298	2033797362  
Thu May 20 13:10:56.365	225858572   	Thu May 20 13:10:56.365	2033797369  
Thu May 20 13:10:56.432	225858577   	Thu May 20 13:10:56.432	2033797376  
Thu May 20 13:10:56.498	225858580   	Thu May 20 13:10:56.498	2033797380  
Thu May 20 13:10:56.565	225858582   	Thu May 20 13:10:56.565	2033797384  
Thu May 20 13:10:56.632	225858585   	Thu May 20 13:10:56.632	2033797388  
Thu May 20 13:10:56.698	225858588   	Thu May 20 13:10:56.698	2033797393  
Thu May 20 13:10:56.765	225858592   	Thu May 20 13:10:56.765	2033797396  
Thu May 20 13:10:56.831	225858593   	Thu May 20 13:10:56.831	2033797408  
Thu May 20 13:10:56.898	225858598   	Thu May 20 13:10:56.898	2033797416  
Thu May 20 13:10:56.965	225858602   	Thu May 20 13:10:56.965	2033797424  
Thu May 20 13:10:57.032	225858606   	Thu May 20 13:10:57.032	2033797430  
Thu May 20 13:10:57.098	225858608   	Thu May 20 13:10:57.098	2033797436  
Thu May 20 13:10:57.165	225858611   	Thu May 20 13:10:57.165	2033797446  
Thu May 20 13:10:57.232	225858613   	Thu May 20 13:10:57.232	2033797452  
Thu May 20 13:10:57.298	225858620   	Thu May 20 13:10:57.298	2033797455  
Thu May 20 13:10:57.365	225858628   	Thu May 20 13:10:57.365	2033797462  
Thu May 20 13:10:57.432	225858631   	Thu May 20 13:10:57.432	2033797471  
Thu May 20 13:10:57.498	225858634   	Thu May 20 13:10:57.498	2033797475  
Thu May 20 13:10:57.565	225858637   	Thu May 20 13:10:57.565	2033797481  
Thu May 20 13:10:57.632	225858642   	Thu May 20 13:10:57.632	2033797485  
Thu May 20 13:10:57.698	225858642   	Thu May 20 13:10:57.698	2033797491  
Thu May 20 13:10:57.765	225858647   	Thu May 20 13:10:57.765	2033797494  
Thu May 20 13:10:57.832	225858653   	Thu May 20 13:10:57.832	2033797500  
Thu May 20 13:10:57.898	225858657   	Thu May 20 13:10:57.898	2033797511  
Thu May 20 13:10:57.965	225858660   	Thu May 20 13:10:57.965	2033797514  
Thu May 20 13:10:58.031	225858662   	Thu May 20 13:10:58.031	2033797518  
Thu May 20 13:10:58.098	225858665   	Thu May 20 13:10:58.098	2033797520  
Thu May 20 13:10:58.165	225858669   	Thu May 20 13:10:58.165	2033797530  
Thu May 20 13:10:58.232	225858672   	Thu May 20 13:10:58.232	2033797536  
Thu May 20 13:10:58.298	225858677   	Thu May 20 13:10:58.298	2033797541  
Thu May 20 13:10:58.365	225858682   	Thu May 20 13:10:58.365	2033797546  
Thu May 20 13:10:58.432	225858686   	Thu May 20 13:10:58.432	2033797553  
Thu May 20 13:10:58.498	225858687   	Thu May 20 13:10:58.498	2033797561  
Thu May 20 13:10:58.565	225858692   	Thu May 20 13:10:58.565	2033797566  
Thu May 20 13:10:58.631	225858696   	Thu May 20 13:10:58.631	2033797572  
Thu May 20 13:10:58.698	225858701   	Thu May 20 13:10:58.698	2033797579  
Thu May 20 13:10:58.765	225858706   	Thu May 20 13:10:58.765	2033797581  
Thu May 20 13:10:58.832	225858708   	Thu May 20 13:10:58.832	2033797589  
Thu May 20 13:10:58.898	225858712   	Thu May 20 13:10:58.898	2033797596  
Thu May 20 13:10:58.965	225858717   	Thu May 20 13:10:58.965	2033797599  
Thu May 20 13:10:59.032	225858720   	Thu May 20 13:10:59.032	2033797604  
Thu May 20 13:10:59.098	225858725   	Thu May 20 13:10:59.098	2033797613  
Thu May 20 13:10:59.165	225858731   	Thu May 20 13:10:59.165	2033797620  
Thu May 20 13:10:59.231	225858734   	Thu May 20 13:10:59.231	2033797628  
Thu May 20 13:10:59.298	225858738   	Thu May 20 13:10:59.298	2033797634  
Thu May 20 13:10:59.365	225858743   	Thu May 20 13:10:59.365	2033797639  
Thu May 20 13:10:59.432	225858746   	Thu May 20 13:10:59.432	2033797645  
Thu May 20 13:10:59.498	225858752   	Thu May 20 13:10:59.498	2033797648  
Thu May 20 13:10:59.565	225858756   	Thu May 20 13:10:59.565	2033797660  
Thu May 20 13:10:59.631	225858759   	Thu May 20 13:10:59.631	2033797669  
Thu May 20 13:10:59.698	225858763   	Thu May 20 13:10:59.698	2033797675  
Thu May 20 13:10:59.765	225858767   	Thu May 20 13:10:59.765	2033797683  
Thu May 20 13:10:59.832	225858774   	Thu May 20 13:10:59.832	2033797691  
Thu May 20 13:10:59.898	225858778   	Thu May 20 13:10:59.898	2033797695  
Thu May 20 13:10:59.965	225858782   	Thu May 20 13:10:59.965	2033797701  
Thu May 20 13:11:00.032	225858785   	Thu May 20 13:11:00.032	2033797706  
Thu May 20 13:11:00.098	225858790   	Thu May 20 13:11:00.098	2033797714  
Thu May 20 13:11:00.165	225858795   	Thu May 20 13:11:00.165	2033797716  
Thu May 20 13:11:00.232	225858799   	Thu May 20 13:11:00.232	2033797720  
Thu May 20 13:11:00.298	225858801   	Thu May 20 13:11:00.298	2033797725  
Thu May 20 13:11:00.365	225858803   	Thu May 20 13:11:00.365	2033797730  
Thu May 20 13:11:00.431	225858812   	Thu May 20 13:11:00.431	2033797735  
Thu May 20 13:11:00.498	225858815   	Thu May 20 13:11:00.498	2033797739  
Thu May 20 13:11:00.565	225858820   	Thu May 20 13:11:00.565	2033797746  
Thu May 20 13:11:00.632	225858824   	Thu May 20 13:11:00.632	2033797751  
Thu May 20 13:11:00.698	225858832   	Thu May 20 13:11:00.698	2033797758  
Thu May 20 13:11:00.765	225858835   	Thu May 20 13:11:00.765	2033797763  
Thu May 20 13:11:00.832	225858838   	Thu May 20 13:11:00.832	2033797768  
Thu May 20 13:11:00.898	225858843   	Thu May 20 13:11:00.898	2033797774  
Thu May 20 13:11:00.965	225858849   	Thu May 20 13:11:00.965	2033797780  
Thu May 20 13:11:01.032	225858856   	Thu May 20 13:11:01.032	2033797782  
Thu May 20 13:11:01.098	225858858   	Thu May 20 13:11:01.098	2033797786  
Thu May 20 13:11:01.165	225858867   	Thu May 20 13:11:01.165	2033797795  
Thu May 20 13:11:01.232	225858872   	Thu May 20 13:11:01.232	2033797801  
Thu May 20 13:11:01.298	225858877   	Thu May 20 13:11:01.298	2033797805  
Thu May 20 13:11:01.365	225858878   	Thu May 20 13:11:01.365	2033797808  
Thu May 20 13:11:01.432	225858882   	Thu May 20 13:11:01.432	2033797813  
Thu May 20 13:11:01.498	225858886   	Thu May 20 13:11:01.498	2033797819  
Thu May 20 13:11:01.565	225858891   	Thu May 20 13:11:01.565	2033797827  
Thu May 20 13:11:01.632	225858893   	Thu May 20 13:11:01.632	2033797835  
Thu May 20 13:11:01.698	225858896   	Thu May 20 13:11:01.698	2033797840  
Thu May 20 13:11:01.765	225858899   	Thu May 20 13:11:01.765	2033797847  
Thu May 20 13:11:01.832	225858904   	Thu May 20 13:11:01.832	2033797856  
Thu May 20 13:11:01.898	225858911   	Thu May 20 13:11:01.898	2033797870  
Thu May 20 13:11:01.965	225858914   	Thu May 20 13:11:01.965	2033797877  
Thu May 20 13:11:02.032	225858916   	Thu May 20 13:11:02.032	2033797891  
Thu May 20 13:11:02.098	225858922   	Thu May 20 13:11:02.098	2033797895  
Thu May 20 13:11:02.165	225858925   	Thu May 20 13:11:02.165	2033797906  
Thu May 20 13:11:02.232	225858926   	Thu May 20 13:11:02.232	2033797915  
Thu May 20 13:11:02.298	225858929   	Thu May 20 13:11:02.298	2033797922  
Thu May 20 13:11:02.365	225858935   	Thu May 20 13:11:02.365	2033797932  
Thu May 20 13:11:02.432	225858939   	Thu May 20 13:11:02.432	2033797941  
Thu May 20 13:11:02.498	225858944   	Thu May 20 13:11:02.498	2033797948  
Thu May 20 13:11:02.565	225858947   	Thu May 20 13:11:02.565	2033797956  
Thu May 20 13:11:02.632	225858951   	Thu May 20 13:11:02.632	2033797958  
Thu May 20 13:11:02.698	225858958   	Thu May 20 13:11:02.698	2033797966  
Thu May 20 13:11:02.765	225858959   	Thu May 20 13:11:02.765	2033797972  
Thu May 20 13:11:02.832	225858964   	Thu May 20 13:11:02.832	2033797981  
Thu May 20 13:11:02.898	225858970   	Thu May 20 13:11:02.898	2033797986  
Thu May 20 13:11:02.965	225858975   	Thu May 20 13:11:02.965	2033797996  
Thu May 20 13:11:03.032	225858979   	Thu May 20 13:11:03.032	2033798002  
Thu May 20 13:11:03.098	225858986   	Thu May 20 13:11:03.098	2033798007  
Thu May 20 13:11:03.165	225858992   	Thu May 20 13:11:03.165	2033798011  
Thu May 20 13:11:03.232	225859000   	Thu May 20 13:11:03.232	2033798020  
Thu May 20 13:11:03.298	225859001   	Thu May 20 13:11:03.298	2033798027  
Thu May 20 13:11:03.365	225859003   	Thu May 20 13:11:03.365	2033798031  
Thu May 20 13:11:03.432	225859007   	Thu May 20 13:11:03.432	2033798036  
Thu May 20 13:11:03.499	225859012   	Thu May 20 13:11:03.499	2033798042  
Thu May 20 13:11:03.565	225859014   	Thu May 20 13:11:03.565	2033798052  
Thu May 20 13:11:03.632	225859019   	Thu May 20 13:11:03.632	2033798061  
Thu May 20 13:11:03.699	225859021   	Thu May 20 13:11:03.699	2033798068  
Thu May 20 13:11:03.765	225859027   	Thu May 20 13:11:03.765	2033798075  
Thu May 20 13:11:03.832	225859030   	Thu May 20 13:11:03.832	2033798086  
Thu May 20 13:11:03.898	225859036   	Thu May 20 13:11:03.898	2033798091  
Thu May 20 13:11:03.965	225859039   	Thu May 20 13:11:03.965	2033798095  
Thu May 20 13:11:04.032	225859042   	Thu May 20 13:11:04.032	2033798099  
Thu May 20 13:11:04.099	225859052   	Thu May 20 13:11:04.099	2033798104  
Thu May 20 13:11:04.165	225859057   	Thu May 20 13:11:04.165	2033798113  
Thu May 20 13:11:04.232	225859064   	Thu May 20 13:11:04.232	2033798118  
Thu May 20 13:11:04.299	225859072   	Thu May 20 13:11:04.299	2033798127  
Thu May 20 13:11:04.365	225859075   	Thu May 20 13:11:04.365	2033798131  
Thu May 20 13:11:04.432	225859079   	Thu May 20 13:11:04.432	2033798137  
Thu May 20 13:11:04.499	225859083   	Thu May 20 13:11:04.499	2033798141  
Thu May 20 13:11:04.565	225859086   	Thu May 20 13:11:04.565	2033798146  
Thu May 20 13:11:04.632	225859086   	Thu May 20 13:11:04.632	2033798153  
Thu May 20 13:11:04.698	225859091   	Thu May 20 13:11:04.698	2033798159  
Thu May 20 13:11:04.765	225859093   	Thu May 20 13:11:04.765	2033798168  
Thu May 20 13:11:04.832	225859096   	Thu May 20 13:11:04.832	2033798176  
Thu May 20 13:11:04.898	225859102   	Thu May 20 13:11:04.898	2033798182  
Thu May 20 13:11:04.965	225859105   	Thu May 20 13:11:04.965	2033798186  
Thu May 20 13:11:05.032	225859109   	Thu May 20 13:11:05.032	2033798191  
Thu May 20 13:11:05.099	225859113   	Thu May 20 13:11:05.099	2033798199  
Thu May 20 13:11:05.166	225859117   	Thu May 20 13:11:05.166	2033798204  
Thu May 20 13:11:05.232	225859124   	Thu May 20 13:11:05.232	2033798208  
Thu May 20 13:11:05.298	225859128   	Thu May 20 13:11:05.298	2033798212  
Thu May 20 13:11:05.365	225859131   	Thu May 20 13:11:05.365	2033798219  
Thu May 20 13:11:05.432	225859133   	Thu May 20 13:11:05.432	2033798227  
Thu May 20 13:11:05.498	225859137   	Thu May 20 13:11:05.498	2033798232  
Thu May 20 13:11:05.565	225859144   	Thu May 20 13:11:05.565	2033798234  
Thu May 20 13:11:05.632	225859146   	Thu May 20 13:11:05.632	2033798242  
Thu May 20 13:11:05.699	225859149   	Thu May 20 13:11:05.699	2033798252  
Thu May 20 13:11:05.765	225859154   	Thu May 20 13:11:05.765	2033798260  
Thu May 20 13:11:05.832	225859158   	Thu May 20 13:11:05.832	2033798269  
Thu May 20 13:11:05.899	225859162   	Thu May 20 13:11:05.899	2033798276  
Thu May 20 13:11:05.965	225859165   	Thu May 20 13:11:05.965	2033798283  
Thu May 20 13:11:06.032	225859172   	Thu May 20 13:11:06.032	2033798290  
Thu May 20 13:11:06.099	225859175   	Thu May 20 13:11:06.099	2033798300  
Thu May 20 13:11:06.165	225859178   	Thu May 20 13:11:06.165	2033798306  
Thu May 20 13:11:06.232	225859184   	Thu May 20 13:11:06.232	2033798318  
Thu May 20 13:11:06.298	225859188   	Thu May 20 13:11:06.298	2033798321  
Thu May 20 13:11:06.365	225859193   	Thu May 20 13:11:06.365	2033798332  
Thu May 20 13:11:06.432	225859198   	Thu May 20 13:11:06.432	2033798335  
Thu May 20 13:11:06.498	225859198   	Thu May 20 13:11:06.498	2033798342  
Thu May 20 13:11:06.565	225859203   	Thu May 20 13:11:06.565	2033798353  
Thu May 20 13:11:06.632	225859205   	Thu May 20 13:11:06.632	2033798360  
Thu May 20 13:11:06.699	225859207   	Thu May 20 13:11:06.699	2033798365  
Thu May 20 13:11:06.765	225859213   	Thu May 20 13:11:06.765	2033798374  
Thu May 20 13:11:06.832	225859219   	Thu May 20 13:11:06.832	2033798381  
Thu May 20 13:11:06.899	225859227   	Thu May 20 13:11:06.899	2033798393  
Thu May 20 13:11:06.965	225859232   	Thu May 20 13:11:06.965	2033798403  
Thu May 20 13:11:07.032	225859236   	Thu May 20 13:11:07.032	2033798405  
Thu May 20 13:11:07.099	225859238   	Thu May 20 13:11:07.099	2033798413  
Thu May 20 13:11:07.165	225859243   	Thu May 20 13:11:07.165	2033798421  
Thu May 20 13:11:07.232	225859246   	Thu May 20 13:11:07.232	2033798430  
Thu May 20 13:11:07.299	225859249   	Thu May 20 13:11:07.299	2033798438  
Thu May 20 13:11:07.365	225859250   	Thu May 20 13:11:07.365	2033798444  
Thu May 20 13:11:07.432	225859254   	Thu May 20 13:11:07.432	2033798451  
Thu May 20 13:11:07.498	225859255   	Thu May 20 13:11:07.498	2033798458  
Thu May 20 13:11:07.565	225859259   	Thu May 20 13:11:07.565	2033798466  
Thu May 20 13:11:07.632	225859261   	Thu May 20 13:11:07.632	2033798471  
Thu May 20 13:11:07.698	225859266   	Thu May 20 13:11:07.698	2033798476  
Thu May 20 13:11:07.765	225859269   	Thu May 20 13:11:07.765	2033798480  
Thu May 20 13:11:07.832	225859276   	Thu May 20 13:11:07.832	2033798485  
Thu May 20 13:11:07.899	225859279   	Thu May 20 13:11:07.899	2033798493  
Thu May 20 13:11:07.965	225859282   	Thu May 20 13:11:07.965	2033798499  
Thu May 20 13:11:08.032	225859285   	Thu May 20 13:11:08.032	2033798508  
Thu May 20 13:11:08.099	225859287   	Thu May 20 13:11:08.099	2033798513  
Thu May 20 13:11:08.165	225859294   	Thu May 20 13:11:08.165	2033798519  
Thu May 20 13:11:08.232	225859299   	Thu May 20 13:11:08.232	2033798529  
Thu May 20 13:11:08.299	225859303   	Thu May 20 13:11:08.299	2033798537  
Thu May 20 13:11:08.366	225859308   	Thu May 20 13:11:08.366	2033798547  
Thu May 20 13:11:08.432	225859309   	Thu May 20 13:11:08.432	2033798552  
Thu May 20 13:11:08.499	225859311   	Thu May 20 13:11:08.499	2033798555  
Thu May 20 13:11:08.566	225859314   	Thu May 20 13:11:08.566	2033798560  
Thu May 20 13:11:08.632	225859316   	Thu May 20 13:11:08.632	2033798567  
Thu May 20 13:11:08.699	225859318   	Thu May 20 13:11:08.699	2033798575  
Thu May 20 13:11:08.765	225859321   	Thu May 20 13:11:08.765	2033798583  
Thu May 20 13:11:08.832	225859326   	Thu May 20 13:11:08.832	2033798587  
Thu May 20 13:11:08.899	225859333   	Thu May 20 13:11:08.899	2033798594  
Thu May 20 13:11:08.965	225859336   	Thu May 20 13:11:08.965	2033798598  
Thu May 20 13:11:09.032	225859338   	Thu May 20 13:11:09.032	2033798606  
Thu May 20 13:11:09.099	225859340   	Thu May 20 13:11:09.099	2033798608  
Thu May 20 13:11:09.165	225859342   	Thu May 20 13:11:09.165	2033798613  
Thu May 20 13:11:09.232	225859346   	Thu May 20 13:11:09.232	2033798620  
Thu May 20 13:11:09.299	225859351   	Thu May 20 13:11:09.299	2033798629  
Thu May 20 13:11:09.366	225859354   	Thu May 20 13:11:09.366	2033798633  
Thu May 20 13:11:09.432	225859356   	Thu May 20 13:11:09.432	2033798637  
Thu May 20 13:11:09.499	225859360   	Thu May 20 13:11:09.499	2033798643  
Thu May 20 13:11:09.566	225859363   	Thu May 20 13:11:09.566	2033798649  
Thu May 20 13:11:09.632	225859368   	Thu May 20 13:11:09.632	2033798659  
Thu May 20 13:11:09.699	225859373   	Thu May 20 13:11:09.699	2033798662  
Thu May 20 13:11:09.765	225859377   	Thu May 20 13:11:09.765	2033798669  
Thu May 20 13:11:09.832	225859381   	Thu May 20 13:11:09.832	2033798676  
Thu May 20 13:11:09.899	225859385   	Thu May 20 13:11:09.899	2033798685  
Thu May 20 13:11:09.965	225859387   	Thu May 20 13:11:09.965	2033798695  
